first_name,n_incidents,predicted_nationality,confidence
hyongki,99,Korean,0.798566
sarifah,99,Iranian,0.42588
linard,99,American,0.257534
channabasaveshwar,99,Indian,0.676596
tanni,99,American,0.19471
dayoon,99,Indian,0.129144
phaninee,99,Thai,0.430659
dushko,99,American,0.214009
jamaica,99,American,0.218562
pascalle,99,American,0.178365
daifallah,99,Pakistani,0.213862
munjae,99,Korean,0.382119
shule,99,American,0.21218
seychelle,99,American,0.282718
afifi,99,Iranian,0.135294
sadikah,99,Indian,0.235567
manoshi,99,Japanese,0.519297
mojibur,99,Indian,0.30631
carlye,99,American,0.258675
kepeng,99,Chinese,0.281978
carver,99,American,0.466508
andani,99,Indian,0.195127
radmehr,99,American,0.231357
heval,99,Indian,0.163106
panayot,99,Indian,0.31503
mahkameh,99,Iranian,0.752339
prangmalee,99,Indian,0.416738
manojna,99,Indian,0.428875
tallha,99,Brazilian,0.296738
ghaffar,99,Iranian,0.222681
cantor,99,American,0.238062
rohola,99,American,0.120385
gretl,99,American,0.265092
pujiati,99,Indonesian,0.333572
rathod,99,Indian,0.221607
bogoljub,99,Mongolian,0.095674
qiuwen,99,Dutch,0.410862
shouleh,99,Iranian,0.511087
clecio,99,American,0.282427
yiska,99,American,0.185393
meryle,99,American,0.273593
sitakanta,99,Indian,0.38817
felio,99,American,0.210856
ganeshwaran,99,Indian,0.758869
spase,99,American,0.288027
aragaw,99,American,0.19702
mison,99,American,0.339988
sungki,99,Japanese,0.540615
jieni,99,Japanese,0.112452
supantha,99,Indian,0.537817
farrin,99,American,0.178556
abdelmonaim,99,Brazilian,0.216738
senju,99,Chinese,0.187157
jahedul,99,Indian,0.497432
varshitha,99,Indian,0.508319
alexina,99,Basque,0.123777
heonjoong,99,Korean,0.991982
ellise,99,American,0.282449
edric,99,American,0.21488
nazarius,99,Greek,0.292661
chishala,99,Indian,0.258529
zongzhi,99,Chinese,0.596337
sohi,99,Japanese,0.198557
perenlei,99,Greek,0.133175
sivagami,99,Indian,0.240758
rogert,99,American,0.282354
yervand,99,French,0.144071
osborne,99,American,0.277212
chunghyun,99,Korean,0.908048
nikhlesh,99,Indian,0.339587
doireann,99,French,0.180381
anjoo,99,Korean,0.188586
maning,99,German,0.222069
kuhu,99,American,0.153556
lenworth,99,English,0.359145
shreejana,99,Indian,0.865156
sukarman,99,Indian,0.34363
rohitashw,99,Indian,0.44157
stanly,99,American,0.221202
welton,99,Brazilian,0.422264
shenhao,99,Chinese,0.212297
lubertus,99,American,0.209571
mirha,99,Brazilian,0.105724
teerha,99,Indian,0.208225
lenine,99,American,0.259192
younhea,99,Korean,0.766001
kyobum,99,Korean,0.305133
thapakorn,99,Thai,0.93967
kelliann,99,Armenian,0.301167
ghofran,99,Iranian,0.1917
yangying,99,Korean,0.257007
suryana,99,Indonesian,0.231691
leonzio,99,Italian,0.259505
kaily,99,American,0.193417
wooje,99,American,0.156459
jianuo,99,Tongan,0.132881
aoran,99,Armenian,0.145698
lorinc,99,American,0.205293
songphol,99,Korean,0.631024
imti,99,American,0.187618
natchanon,99,Thai,0.655556
maratbek,99,Thai,0.157733
fengshi,99,Chinese,0.545302
nilkanta,99,Indian,0.275963
arudo,99,Indonesian,0.297273
xuzhi,99,Japanese,0.175911
destinee,99,American,0.235946
satwant,99,Indian,0.39324
danhui,99,American,0.174479
senthilkumaran,99,Indian,0.504558
aimrun,99,American,0.136089
janira,99,Indian,0.385424
lieva,99,Bulgarian,0.666532
paurav,99,Russian,0.505317
kesia,99,American,0.119468
ilgyu,99,Belarusian,0.186736
zhanglin,99,Chinese,0.754403
garritt,99,American,0.454206
iann,99,American,0.11272
baidaa,99,Indian,0.177704
pizhong,99,Chinese,0.483844
schubert,99,American,0.312816
ihssan,99,French,0.080865
benachir,99,American,0.217612
ravitej,99,Indian,0.217134
bien,99,French,0.23886
serawit,99,Thai,0.24912
jonika,99,Indian,0.178021
pawit,99,Thai,0.558551
maissam,99,French,0.098751
joonbeom,99,Korean,0.540968
zhenyou,99,Greek,0.372357
semiramis,99,Greek,0.690165
somy,99,American,0.196117
norhazlin,99,Russian,0.21151
aarush,99,American,0.174462
subia,99,Indonesian,0.228359
sokha,99,Russian,0.182052
phiri,99,American,0.115774
siraphop,99,Thai,0.260119
zeta,99,American,0.182121
nakhle,99,Indian,0.205835
bhupendar,99,Indian,0.774204
yejong,99,Korean,0.636858
yaqiang,99,Chinese,0.52945
chitrakant,99,Thai,0.611158
phenix,99,American,0.36018
ntombifuthi,99,Tamil,0.165378
nurulain,99,French,0.165688
shoroq,99,American,0.121979
paterne,99,American,0.153245
souheib,99,Iranian,0.210803
collene,99,American,0.232992
rittika,99,American,0.165255
ensaf,99,American,0.09069
houssni,99,French,0.292295
hidero,99,Japanese,0.204655
edlyn,99,American,0.289005
kaize,99,Latvian,0.271597
xiaochong,99,Chinese,0.584142
ingun,99,American,0.171958
chalurmpon,99,Thai,0.284378
linoj,99,Albanian,0.360193
zeynettin,99,Russian,0.286204
qiaozhen,99,Chinese,0.629941
myunghoo,99,Korean,0.975916
marivic,99,French,0.209284
anusara,99,Indonesian,0.228173
ranjitsinh,99,Indian,0.502403
anjila,99,Indian,0.203806
asman,99,Iranian,0.183992
jinkuk,99,Indian,0.271642
maurin,99,French,0.309763
yange,99,Japanese,0.179891
malki,99,American,0.276271
menelas,99,American,0.248375
minshen,99,Chinese,0.203576
andreo,99,Brazilian,0.209793
ajmol,99,American,0.179385
pengxiao,98,Chinese,0.370234
dhyan,98,Indian,0.481969
moonmoon,98,Korean,0.824895
bunpei,98,Japanese,0.524586
teka,98,American,0.100132
kwangsoon,98,Korean,0.751437
kuninobu,98,Japanese,0.690193
shantal,98,Indian,0.613185
ihsanul,98,Indonesian,0.22687
adityanarayan,98,Indian,0.593959
costantina,98,Italian,0.173736
yonghai,98,Korean,0.600457
yaquelin,98,Russian,0.179266
siah,98,Iranian,0.125782
prashanna,98,Indian,0.78936
manou,98,Greek,0.321284
rukesh,98,Indian,0.36933
caifeng,98,Chinese,0.843553
yuanye,98,Japanese,0.248815
mubeena,98,Indian,0.322314
cortni,98,Italian,0.403848
akhlaque,98,American,0.23811
leggy,98,American,0.332368
khairiraihanna,98,Indian,0.643762
chabi,98,American,0.126093
roujia,98,American,0.133997
attya,98,Indian,0.310536
eshini,98,Japanese,0.174268
morifumi,98,Japanese,0.541231
uluc,98,American,0.313693
megane,98,American,0.337738
tianshuo,98,Chinese,0.274907
umutcan,98,American,0.19534
rodd,98,American,0.600809
concezio,98,Italian,0.408959
saleena,98,Indian,0.432824
zeqi,98,Albanian,0.452404
junghyup,98,Korean,0.884707
nedret,98,French,0.203422
wonjoong,98,Korean,0.882018
pushplata,98,Indian,0.472294
torralba,98,American,0.122935
worakan,98,Indian,0.206012
badreeddine,98,American,0.169842
wulfram,98,American,0.142493
chungoo,98,Korean,0.227234
boja,98,Nigerian,0.140377
mirentxu,98,Basque,0.103575
quefeng,98,Chinese,0.67523
andreagiovanni,98,Italian,0.657821
kashan,98,Indian,0.292453
gunhyuk,98,Korean,0.202402
kagayaki,98,Japanese,0.56348
jasneek,98,Indian,0.596179
vedha,98,Indian,0.420822
krishnam,98,Indian,0.636816
renda,98,Portuguese,0.155549
davyson,98,Brazilian,0.263549
thillai,98,American,0.16943
mckell,98,American,0.577524
valber,98,Russian,0.182153
faizullah,98,Afghan,0.367527
woraphong,98,Thai,0.937114
jovi,98,Indian,0.183943
namje,98,Indian,0.314652
abdelkebir,98,Brazilian,0.209153
pinpin,98,American,0.238157
vello,98,American,0.232629
abisha,98,Indian,0.331979
damber,98,American,0.339237
djiby,98,French,0.128302
gonda,98,American,0.15472
seshan,98,Iranian,0.180937
sugiarti,98,Indonesian,0.560721
shubhasis,98,Indian,0.418667
tiwari,98,Indian,0.237356
ratib,98,American,0.157013
gellan,98,American,0.35271
jooyun,98,Korean,0.780828
morvan,98,Iranian,0.399511
ayoma,98,Japanese,0.15575
galindo,98,Brazilian,0.263298
charlyne,98,English,0.271602
puma,98,Indian,0.174239
guoda,98,American,0.156705
takemitsu,98,Japanese,0.986058
shuen,98,Japanese,0.470736
tsuneharu,98,Japanese,0.932918
lorrayne,98,American,0.315695
jacobs,98,American,0.174357
jeric,98,American,0.233118
chunjian,98,Armenian,0.192997
oztekin,98,Russian,0.157777
cledir,98,American,0.249958
oishika,98,Japanese,0.789118
keta,98,American,0.175603
metadel,98,American,0.280039
minenosuke,98,Japanese,0.864597
iaroslava,98,Russian,0.223755
pilyoung,98,Korean,0.42055
sohkichi,98,Japanese,0.85913
chinnappa,98,Indian,0.238178
youlong,98,Korean,0.495013
zhongfeng,98,Chinese,0.950707
iko,98,American,0.165519
moshira,98,Japanese,0.298236
mevlude,98,American,0.198774
muniyandy,98,Indian,0.641997
arimasa,98,Indonesian,0.139679
fukuo,98,Japanese,0.126812
menale,98,American,0.415323
sephira,98,Russian,0.119595
anupreeta,98,Indian,0.700561
jiheng,98,Chinese,0.264049
vh,98,Russian,0.165002
mahedy,98,Egyptian,0.256328
aphichart,98,Indian,0.217226
alejando,98,Basque,0.131095
deepanker,98,Indian,0.790756
glenville,98,English,0.294387
diar,98,American,0.203297
kebba,98,American,0.17922
kesi,98,American,0.225883
ezhumalai,98,Indian,0.38638
vinci,98,American,0.263878
deepshika,98,Indian,0.711279
betar,98,American,0.235959
violiza,98,Russian,0.12759
kummari,98,Indian,0.372807
syah,98,Indonesian,0.181721
djurdjica,98,American,0.192183
chaerim,98,Korean,0.181736
hanchuan,98,Thai,0.294752
sivasamy,98,Indian,0.291293
hosoon,98,Korean,0.573638
kalypso,98,Russian,0.101259
digbijoy,98,Nigerian,0.189476
hayatul,98,Indian,0.499264
sujane,98,Japanese,0.498319
rathachai,98,Thai,0.468161
hamnah,98,Iranian,0.103369
yuanxuan,98,Chinese,0.654219
hannakaisa,98,Thai,0.681672
singkome,98,Nigerian,0.252722
bosong,98,Korean,0.244286
sanin,98,Russian,0.135568
sirinan,98,Tamil,0.152757
zulfikri,98,American,0.195891
lauchlan,98,American,0.34855
manira,98,Brazilian,0.201018
pietrantonio,98,Italian,0.453118
unland,98,American,0.274916
xuzhen,98,American,0.18232
tevhide,98,Brazilian,0.183197
shengchen,98,Chinese,0.474336
yikweon,98,Korean,0.502967
jajat,98,Indian,0.333952
ragai,98,American,0.244339
server,98,American,0.230449
fenghai,98,Chinese,0.594601
pingwen,98,American,0.264318
lukhanyo,98,Ukrainian,0.184685
lyan,98,Armenian,0.683339
bourne,98,French,0.263247
benoite,98,American,0.23848
aminaton,98,American,0.136519
tarsem,98,Norwegian,0.183767
bumchul,98,Thai,0.22088
seyedehsan,98,Iranian,0.27433
sumrit,98,Thai,0.319159
xiulu,98,Tongan,0.14681
ryaan,98,Armenian,0.400664
zandrie,98,American,0.261825
cheung,98,Chinese,0.468292
lalitagauri,98,Indian,0.179934
ashfaqul,98,Indian,0.348052
edze,98,American,0.149094
timme,98,American,0.211717
chengtian,98,Chinese,0.555332
chanwoong,98,Thai,0.711119
jamilur,98,American,0.200411
assef,98,American,0.11504
samnang,98,Indian,0.249628
nabaz,98,American,0.295442
taishu,98,Indian,0.171848
raca,98,Brazilian,0.262854
xiaoshen,98,Chinese,0.22046
sughosh,98,Indian,0.23947
migaku,98,Japanese,0.522797
atip,98,American,0.2217
beongku,98,Nigerian,0.305279
antima,98,Indonesian,0.242306
athreya,98,Indian,0.331758
zamroni,98,American,0.109733
bazila,98,Russian,0.109296
kosa,98,American,0.114088
itisha,98,Indian,0.409028
seongyun,98,Korean,0.993008
merinda,98,American,0.112964
qikai,98,American,0.150072
suzuna,98,Japanese,0.632567
munzer,98,American,0.407085
abhinendra,98,Indian,0.872281
reazul,98,American,0.180404
astalini,98,Italian,0.2919
isnawati,98,Indonesian,0.362129
merlinda,98,Brazilian,0.163166
baekgyu,98,Korean,0.169575
natthawat,98,Indian,0.462925
shameran,98,Indian,0.190109
frerk,98,German,0.216547
abhradeep,98,Indian,0.685761
lego,98,American,0.310347
josa,98,Indian,0.172116
xiaping,98,Chinese,0.429995
jowan,98,Indian,0.321142
pratchaya,98,Thai,0.474877
abukari,98,Indian,0.285475
hyogeun,98,Korean,0.926495
tingfeng,98,Chinese,0.487939
caiyan,98,Chinese,0.263254
yogindra,98,Indian,0.284726
joonatan,98,Indian,0.479059
gilma,98,American,0.214854
taryono,98,Indonesian,0.331826
rabibrata,98,Indian,0.442795
erasto,98,Brazilian,0.24051
valrie,98,American,0.132843
suketu,98,Japanese,0.415794
mohanan,98,Indian,0.232678
ardeschir,98,American,0.210282
jezid,98,American,0.135828
mijal,98,Indian,0.272019
suramate,98,Japanese,0.555565
wilhelmine,98,German,0.194411
syusuke,98,Japanese,0.904876
manasee,98,Indian,0.13683
geonhwa,98,Korean,0.67895
supachoke,98,Thai,0.366955
hunny,98,Korean,0.239948
sofina,98,Russian,0.336175
seamas,98,American,0.231829
allysson,98,American,0.25933
tsigereda,98,Russian,0.17959
maylene,98,American,0.262592
takeda,98,Japanese,0.532897
hesso,98,American,0.207716
mitjan,98,Indian,0.19853
niannian,98,Armenian,0.216532
sudipti,98,Indonesian,0.451129
zayna,98,American,0.155696
aquil,98,American,0.353655
haihao,98,Thai,0.185146
changmeng,98,Chinese,0.314175
gumaa,98,Indian,0.160606
astley,98,American,0.312024
olivija,98,Greek,0.080951
tammey,98,Indian,0.29593
ruihang,98,Korean,0.48399
changkui,98,Thai,0.405635
munjur,98,Indian,0.263026
yoomin,98,Korean,0.806801
chaza,98,American,0.13787
yasmany,98,Indian,0.198093
kusnadi,98,Indonesian,0.160815
hirra,98,Indian,0.258118
selvinaz,98,American,0.277363
hanumanthappa,98,Indian,0.759079
toula,98,American,0.122358
brahmaiah,98,Iranian,0.563242
yoohwan,98,Korean,0.881488
debabrat,98,American,0.125623
juthipong,98,Thai,0.905198
kaneko,98,Japanese,0.361254
aldemar,98,American,0.221331
munkhtsetseg,98,Mongolian,0.7958
krishn,98,Indian,0.248037
kyungja,98,Korean,0.78231
mozziyar,98,American,0.15354
minoli,98,Italian,0.224075
goris,98,Greek,0.306502
awirut,98,Thai,0.51897
neelav,98,Indian,0.330946
supriatna,98,Indonesian,0.753868
myeongkyu,98,Korean,0.957941
athanas,98,Greek,0.364097
yv,98,Russian,0.484709
tamoor,98,Iranian,0.276242
mangir,98,American,0.224429
fanica,98,Brazilian,0.155725
xianlong,98,Chinese,0.589104
apiluck,98,American,0.315033
shubhrata,98,Indian,0.735433
jabari,98,Indian,0.218865
joubert,98,French,0.323697
ranveig,98,American,0.208793
tillie,98,American,0.351076
akimune,98,Japanese,0.685723
jeongae,98,Korean,0.963202
fitroh,98,American,0.110859
peerawut,98,Thai,0.647368
yewuhalashet,98,Indian,0.136914
siuly,98,American,0.10895
sudjit,98,Indonesian,0.3737
leontin,98,American,0.186214
keihan,98,American,0.271733
daiwen,98,American,0.147332
arunprasath,98,Indian,0.507266
rammile,98,English,0.155033
danon,98,American,0.195619
meehye,98,Korean,0.55972
ezia,98,Iranian,0.12337
zareh,98,Iranian,0.541533
shalimar,98,Indian,0.400009
aleodor,98,American,0.284076
chryssi,98,Greek,0.171735
fukuko,98,Japanese,0.244127
pulido,98,American,0.149205
araki,98,Japanese,0.299843
toshika,98,Japanese,0.546344
dieke,98,American,0.177047
suelee,98,Korean,0.240552
jafna,98,Indian,0.162695
kwanjai,98,Indian,0.195926
salika,98,Indian,0.105959
shabiul,98,Indian,0.244626
abheejeet,98,Indian,0.748571
sambor,98,Indian,0.146514
roohangiz,98,Indian,0.264448
ashni,98,Indian,0.229207
felicien,98,American,0.201541
rangsan,98,Thai,0.197205
musbah,98,American,0.188759
minoarisoa,98,Greek,0.231421
farya,98,Indonesian,0.14962
sangsoon,98,Korean,0.80952
zichong,98,Chinese,0.340998
saadiah,98,Indonesian,0.363297
siwatt,98,Thai,0.203446
mingkang,98,Chinese,0.354441
hepi,98,Albanian,0.24007
manjulaa,98,Indian,0.517922
moara,98,American,0.179009
rozzano,98,American,0.303134
nete,98,American,0.203446
ginesa,98,American,0.161104
shiyin,98,Japanese,0.193216
channakeshavaiah,98,Indian,0.42981
purushothama,98,Indian,0.710404
wootae,98,Korean,0.538293
juexin,98,French,0.202847
rezak,98,American,0.164958
aiiad,98,American,0.132665
jaehui,98,Indian,0.253886
poghni,98,American,0.17607
zarinah,98,Iranian,0.38845
hevi,98,Bulgarian,0.244755
hoimin,98,Korean,0.438481
addo,98,American,0.210426
xiulong,98,Chinese,0.528823
sebla,98,American,0.282353
meino,98,Brazilian,0.193748
aneth,98,American,0.18984
christiono,98,Italian,0.244944
shakizada,98,Japanese,0.328781
ismoil,98,French,0.260851
mengjing,98,Chinese,0.643472
wonnop,98,Thai,0.20189
stephy,98,American,0.245063
gusman,98,American,0.271323
loknath,98,Indian,0.141518
andes,98,Portuguese,0.263207
ibo,98,American,0.114258
challice,98,English,0.247221
nathaporn,98,Thai,0.679092
sreerama,98,Indian,0.425906
pushmeet,98,Indian,0.426039
demarc,98,American,0.253162
asi,98,American,0.247913
sibila,98,Tongan,0.060938
huixing,98,Chinese,0.342618
yizhang,98,Chinese,0.646263
jaline,98,American,0.117014
zemenu,98,Ethiopian,0.54291
kremlin,98,Russian,0.375815
hakil,98,American,0.217209
elhoucine,98,French,0.284178
debdipta,98,Indian,0.241322
yaonan,98,Chinese,0.244525
rohesh,98,American,0.241544
sheehan,98,Indian,0.261676
alcherio,98,American,0.220514
sabyashachi,98,Indian,0.48068
carlayne,98,American,0.284956
shoukhrat,98,Iranian,0.35444
jociane,98,French,0.313949
abdelhaq,98,Brazilian,0.132356
seyni,98,Azerbaijani,0.169983
reyn,98,American,0.38237
dmitar,98,American,0.177662
ashirbani,97,Iranian,0.653834
mintaek,97,Korean,0.263074
aussie,97,American,0.296339
sukirman,97,Indian,0.389879
yeojoon,97,Korean,0.839522
gerhart,97,German,0.529345
weiqiu,97,American,0.132166
xinzheng,97,Chinese,0.683732
balamugesh,97,Indian,0.432941
barri,97,American,0.299724
wike,97,American,0.413696
chunghun,97,Korean,0.752387
naksoo,97,Thai,0.152365
mawia,97,American,0.139468
dougald,97,American,0.33567
cuili,97,Italian,0.278444
jianlan,97,Indonesian,0.117201
auayporn,97,American,0.327036
kairav,97,Russian,0.391263
maricianah,97,American,0.183937
zuhat,97,American,0.273932
adiv,97,Russian,0.367697
dwijesh,97,Indian,0.337475
sebile,97,American,0.17242
rajshekar,97,Indian,0.857099
abdelkbir,97,Brazilian,0.272763
rajniti,97,Indian,0.275568
fezzeh,97,Iranian,0.303595
leeseul,97,Korean,0.603316
uttpal,97,German,0.17144
britny,97,American,0.282698
nedeljka,97,Dutch,0.198393
kanadi,97,Indian,0.174282
zulfaqar,97,Pakistani,0.220106
rixin,97,American,0.246063
haozheng,97,Chinese,0.762406
ngamjit,97,Indian,0.175848
olafs,97,American,0.208649
souleymanou,97,Greek,0.334835
lakshit,97,Mongolian,0.230029
tummala,97,Indian,0.274132
kechen,97,American,0.153278
yula,97,Russian,0.125168
annapurni,97,Indian,0.394084
veerpal,97,Indian,0.366087
chanhyeok,97,Korean,0.504699
kitsuchart,97,Thai,0.561957
ramsankar,97,Indian,0.812654
rengan,97,Chinese,0.351071
lerzan,97,American,0.203438
daiyu,97,Japanese,0.218478
nahad,97,American,0.166865
krishma,97,Indian,0.742531
huafang,97,Chinese,0.700769
shenae,97,Japanese,0.22872
samandar,97,Indian,0.473202
tirumalai,97,Tamil,0.37552
liangfeng,97,Chinese,0.761261
kangjin,97,Korean,0.833543
bilsev,97,Russian,0.497028
doyoun,97,Korean,0.155436
nuvee,97,Indian,0.203687
saumi,97,Japanese,0.225867
cibelle,97,American,0.264765
chanjun,97,Korean,0.229201
tomosato,97,Japanese,0.445229
yayue,97,Japanese,0.478892
shrinkhala,97,Indian,0.812554
kanwaldeep,97,Indian,0.666137
heii,97,American,0.219063
soie,97,American,0.214975
sihyeon,97,Korean,0.94216
younsu,97,Japanese,0.452203
dharmendar,97,Indian,0.790937
alanis,97,Greek,0.286461
jogi,97,American,0.15604
dongoh,97,American,0.092707
zambri,97,American,0.115114
gitau,97,Greek,0.130233
samaira,97,Indian,0.314106
xinggui,97,Japanese,0.258701
rabiye,97,French,0.131348
krystalyn,97,Ukrainian,0.471945
folkard,97,American,0.284543
ulrick,97,American,0.289762
mifta,97,American,0.269847
rosihan,97,Armenian,0.263102
seeromanie,97,Indian,0.325705
luluwah,97,Nigerian,0.219834
ezz,97,American,0.599924
honglue,97,Chinese,0.290157
febry,97,American,0.226979
ehsaneh,97,Iranian,0.910798
fazliddin,97,Malaysian,0.126125
takol,97,American,0.128518
janat,97,Indian,0.339926
haohong,97,Chinese,0.498719
eftekhar,97,Iranian,0.330352
vinamra,97,Indian,0.608513
nauris,97,Greek,0.177819
benchun,97,Chinese,0.243955
setyorini,97,Greek,0.180002
lynell,97,American,0.481851
rajaie,97,Indian,0.181957
corissa,97,Italian,0.211952
ezequias,97,American,0.143397
shoffan,97,American,0.185005
ketu,97,American,0.160437
chujie,97,Japanese,0.2043
albara,97,American,0.204954
beri,97,American,0.206669
ninos,97,Greek,0.344049
dimpi,97,Italian,0.191234
charlette,97,American,0.186661
mrugesh,97,Indian,0.312245
balasubramaniem,97,Thai,0.6143
viswas,97,Lithuanian,0.246953
jaouhar,97,Indian,0.301175
dingfeng,97,Chinese,0.616856
